processing_index,year,day,'b01372058','b01463500','b01578310','b01646580','b02226160','b02359170','b02470500','b03303280','b03374100','b03378500','b03609750','b03612500','b04264331','b05420500','b05586100','b05587455','b06338490','b06440000','b06467500','b06610000','b06805500','b06934500','b07022000','b07263620','b07288955','b07373420','b07374000','b07374525','b07381495','b07381590','b07381600','b08012150','b08116650','b08475000','b09522000','b11303500','b11447650','b14246900','b15565447','b32202309'
"106","2011","106","277.425101042523","278.13209486211","279.895353377246","283.362443918976","293.855879555392","281.594043461552","290.008021190409","285.000892480706","284.501047081163","284.738320321821","281.594043461552","285.135264463703","276.518555584631","276.241569157924","283.556727169868","279.213463592663","277.600923349629","277.885952874705","278.114981908995","278.145274230511","279.903786423984","281.594043461552","279.498698299348","285.462346226428","286.482864621419","281.714942859655","281.713940303108","281.723254103952","288.233973576089","290.796336676558","288.402188135916","289.291713666675","290.990289740647","292.298947118392","285.892604374059","285.672094339657","284.247654566439","278.32481399699","266.627531694233","281.594043461552"
"107","2011","107","281.024047685506","283.366896735153","282.334466905471","284.640575236057","288.575229716426","282.525400144682","286.614853374095","282.513689203414","282.06603683448","282.047384742492","282.525400144682","283.071641733726","275.625421844081","276.311156320853","281.282537542415","278.445759949222","278.139253671016","278.449984616393","278.860134102349","278.649933866933","283.358989418324","282.525400144682","280.480321316184","290.020635363974","286.541429759858","282.616530514949","282.619721062184","282.625021858427","290.360131045059","289.582416586489","290.293635687182","288.607411232556","294.53070644344","295.025699333367","288.569267402789","287.013194345101","286.417311603939","278.128066824644","266.704939956966","282.525400144682"
"108","2011","108","279.869880399642","281.952420647366","281.247414772707","285.858033977603","289.273686513691","283.922016973905","288.294770105337","284.876802083444","287.427783148867","286.542158445859","283.922016973905","285.910046408935","275.240006854698","277.161360165507","283.427920202237","279.853491614752","275.554016735572","275.978451244106","276.525974670059","276.689448387368","283.564222481107","283.922016973905","280.471311886258","294.374878631863","291.155120839923","284.075473954749","284.084201157718","284.091271639337","297.297441210451","295.517665123731","297.161401657308","295.387276580166","301.656525555719","297.71228057744","289.772655519341","286.371206806954","284.162188610984","275.966201632786","267.585861590168","283.922016973905"
"109","2011","109","281.283205961447","282.793085802705","282.300115288443","286.106602641256","292.759109092131","284.280912240186","294.738325925365","288.088605084718","290.230561612369","287.955718450767","284.280912240186","289.888373779568","275.289706993756","277.113138749291","281.765555628134","278.930826061952","273.591671275019","273.858059010694","274.353689987057","274.634425959116","282.353351430123","284.280912240186","279.184276714635","295.024247225803","298.079399102031","284.557484615","284.566210669828","284.573451287723","300.770696905673","298.352104878404","300.603529081672","298.421135227299","303.286347557095","297.744031742447","288.500903901024","285.703160472647","283.401403293686","275.060346571173","267.40101928025","284.280912240186"
"110","2011","110","282.14699593182","285.942199165152","286.175627503807","290.514380760752","295.069808757893","283.08175970963","295.543208464564","291.409092848156","291.169791385353","289.714875770971","283.08175970963","292.134868145728","276.039228402713","276.14628077889","282.268032158458","278.372597657163","272.778537239881","273.42157690548","274.18707577397","274.761703542828","281.389060852361","283.08175970963","278.422545571593","288.253053322582","298.158164414445","283.395042802874","283.400488219934","283.411386425736","296.865850739419","299.302761808346","297.0283286855","299.580328196301","301.090821557299","297.891122998134","287.619580183226","283.379735943291","281.764067419992","274.995579187307","266.328662940583","283.08175970963"
"111","2011","111","280.129406322634","282.289053973175","281.344330847386","285.413189750014","297.431260971974","282.792272071877","295.981405452318","283.938723889118","282.331598239004","282.458276046158","282.792272071877","285.604305682891","277.079754010213","277.497397587178","281.40534451018","278.65588055392","277.548121859424","277.985855081144","278.387047214845","278.24114221784","282.762855290428","282.792272071877","279.983887297527","289.29129409762","294.4863438229","283.051422833627","283.057201860879","283.068000434504","295.635753570872","298.200952132919","295.797724681168","298.35890787887","301.105758394217","298.456395726229","288.785798747059","284.18806209028","281.881887464049","276.9700023344","266.781741277563","282.792272071877"
"112","2011","112","278.196540653763","277.776014770566","277.420143203383","279.330430735858","296.600752328539","285.127092761478","296.163202833876","282.443687413105","285.375882243859","284.699715742266","285.127092761478","285.959100375823","277.207501804714","279.68430939861","282.823555604486","281.068185303217","277.649420820046","278.383134762901","279.086654615986","279.18049510229","283.30811714158","285.127092761478","281.885495254372","295.302142719115","296.873028847838","285.3783825009","285.384225907593","285.390251090602","300.398724717946","298.46014096204","300.256295585008","298.598375392154","303.807282538536","298.539761130331","287.164403320992","282.982284148299","281.414173823005","275.37861802891","267.92640307016","285.127092761478"
"113","2011","113","278.644441830542","279.475191847015","281.260378624794","285.327103376821","298.274816058169","285.826407099766","295.34296898783","290.374169249911","293.28300488804","292.991389973516","285.826407099766","292.270615669338","279.856360375864","281.037177855415","289.911416706113","284.133992471255","276.666170220613","277.588751646872","278.284240622694","278.786966866502","280.313918996255","285.826407099766","281.844046592588","291.765718337431","297.190316103506","286.065475352299","286.065851098848","286.07647654354","299.163275287502","298.235680330154","299.094089258236","298.281258687216","303.399448522756","297.882248007584","286.313707072625","280.837193369954","281.153922766784","276.300300074554","270.349911115164","285.826407099766"
"114","2011","114","284.842875644524","288.572805574015","288.452914274611","292.83030810238","297.718753900798","285.650646527239","295.630086015727","291.266418031652","290.055895213737","289.627004754726","285.650646527239","291.837936387259","280.858895395506","283.095744726836","287.963908706748","284.72769590699","278.220412921794","279.104943328607","279.770289059471","280.177778740659","281.426973743708","285.650646527239","282.438810013162","288.836839174643","296.709752137338","285.884061685906","285.88687238358","285.896908802734","297.729311488262","298.282423331654","297.770324503178","298.396122803293","301.96570028371","297.629425128178","286.874267684638","283.54831965657","281.623773114122","277.911249409055","271.247706797576","285.650646527239"
"115","2011","115","284.78731514525","289.514203562924","289.184731329369","293.990031715703","298.409863972585","286.762539433733","295.60995376536","291.970928162391","291.167610719792","290.651330054503","286.762539433733","292.458454398102","281.403705155055","284.141495144624","286.691830316951","284.947899562669","280.170502447076","281.151548845441","281.707222676334","282.03930005965","282.465595713414","286.762539433733","283.631855673837","290.659790320085","296.542317862248","286.973910248356","286.975717952479","286.983190887064","297.628364270914","298.730340662994","297.701453716947","298.938053134729","300.462733973366","296.35660597226","286.461479208868","282.288195715703","281.656343820272","278.48588061683","271.679946787914","286.762539433733"
"116","2011","116","290.271246266225","293.429052729151","293.429544598157","295.215491546665","299.320545239857","286.956025570605","295.852898000125","293.078590638192","292.705319480984","292.456702227439","286.956025570605","293.191509029078","281.466004913374","283.11754420624","289.479358404779","284.965153582596","281.493620185566","282.04943422732","282.320035187346","282.504621774295","282.724481063678","286.956025570605","284.074266037089","289.023810975209","297.341127180329","287.173712685728","287.174101972921","287.181894613928","295.981450429309","298.374196018322","296.148757924828","298.092526391509","297.907356437122","295.444090264731","285.797590958276","282.095275110796","281.233243825901","277.351074893019","272.225801321168","286.956025570605"
"117","2011","117","294.202575512718","294.009964656465","294.193906310092","294.678723691791","299.407961996719","285.611185407923","296.791071998763","292.5081310353","291.784495412818","290.513490763333","285.611185407923","292.435046050784","282.724999178385","281.682615753127","285.8171419987","283.066886062605","280.757487091537","281.339826523987","281.658806847575","281.904312008406","281.316023479226","285.611185407923","282.848875852301","286.639014108876","296.148354251302","285.847928731513","285.847457847487","285.854704302261","294.814162519491","299.919208706434","295.171151013703","299.938846312376","297.02333709312","295.171468703213","283.253064057356","283.332671227448","282.027382504619","277.444384449479","272.959241965932","285.611185407923"
"118","2011","118","291.441671936658","291.869349281426","291.727454140752","292.97888320678","296.691429928184","284.914279893241","293.549795008303","289.718340746897","286.74774869497","285.942145422027","284.914279893241","289.27617770816","280.964739405956","280.187466255572","282.718571692623","281.380687412187","280.547025538","281.523114613889","282.093797349436","282.59714859952","282.555742690822","284.914279893241","282.92101144942","287.105997081918","290.284489188633","285.041054110055","285.040341938989","285.046679776177","290.772399532545","293.597512494894","290.976528627359","292.433389926671","293.927951270191","294.136075343186","285.206604877317","285.273023863327","283.001396031012","277.816789477087","273.252464438716","284.914279893241"
"119","2011","119","285.027098421624","285.223649429969","282.72416945827","284.606766113936","291.133069074416","285.902087218317","289.188226478341","284.677597231918","286.131026046315","285.813719454709","285.902087218317","286.095148948214","279.816000945449","282.843472976182","284.883605826537","283.817924979377","280.362524813573","281.702569135051","282.592812915098","283.135701330953","285.387055843687","285.902087218317","284.560561042885","290.413637052702","290.166863459296","285.993207040129","285.994834678319","285.998248791525","292.501531798326","292.018345285222","292.466474290701","291.384769274055","296.279655228691","296.563966636709","287.764557003601","282.292268477845","279.929635220955","275.673803627759","273.756422113402","285.902087218317"
"120","2011","120","283.875829742507","284.117854927323","284.083944453155","285.955299588821","292.553306172539","285.368965352332","290.711075198387","285.244736492637","286.656564861826","286.742138016375","285.368965352332","286.848570442137","280.439194263517","284.098336884234","287.545002549892","285.845960270484","277.294400257141","277.768414392912","278.416983958068","279.344075985453","281.406889755916","285.368965352332","283.112956408954","291.679793195477","291.744383669893","285.512045735752","285.514226390549","285.518243336959","296.271072241874","295.990940616275","296.246683980811","295.687316805385","301.85176022171","297.856491957534","283.093684700099","281.345413264479","279.637714373256","276.414056488502","274.452820114366","285.368965352332"
"121","2011","121","283.671543756361","283.961365378582","283.330931325396","284.712431011777","294.608202305501","283.419302251045","293.623252931498","286.886729467627","291.869492241346","292.021167927496","283.419302251045","289.312591872349","281.558209056287","280.054292672592","290.127214288421","283.287174356454","277.67120105441","277.938335561123","278.42354480239","278.697195254822","279.498127425312","283.419302251045","280.98220204637","283.528445718998","297.277399452197","283.708277270013","283.707500651124","283.721441568605","293.226596579481","299.225214582074","293.632216286515","299.390132957386","296.273673670503","295.767490449938","281.006280501818","283.514221595297","282.015500305029","278.14087116866","275.179787370844","283.419302251045"
"122","2011","122","283.208284607789","285.006390230845","286.450761892669","290.244955280171","296.336274511623","283.163801173691","295.996259925026","290.324911982724","286.473874691583","286.014505161403","283.163801173691","290.236446889702","279.758729721258","277.486330902183","285.033925528271","280.300537203575","280.051093861419","280.336407568205","280.778108677966","280.790621002726","281.304479895585","283.163801173691","281.243681595033","281.512303255885","296.360989738057","283.446299771542","283.448088549256","283.456482564242","287.972214039055","299.276688094687","288.722800343285","299.221310731049","286.543379743225","290.514485608429","282.314189718742","286.073388668592","284.007103460024","279.529877459546","274.968698449942","283.163801173691"
"123","2011","123","287.711779089171","290.20181698039","290.721737530269","294.005815480395","297.805202479772","284.063161482487","293.204808292158","286.644782602095","283.911852958041","284.34237100209","284.063161482487","286.970052754398","278.900186989146","280.253094562827","283.555635346836","281.261814160506","281.842397069859","282.189628319524","282.44691823978","282.37477524956","282.676719951301","284.063161482487","282.640086327661","286.234712374858","287.116115988136","284.148252264985","284.146051316669","284.15342744855","287.576659735927","291.707405358484","287.862554137712","290.09663417091","288.287139962432","289.165615088657","284.957812982414","287.469943816246","285.136162717577","279.17323025295","275.083213488705","284.063161482487"
"124","2011","124","286.23999635633","285.984507124406","283.924018184401","285.659321189216","293.366584198347","284.414942120926","286.742757783001","282.411202532766","283.155129520121","283.320920848918","284.414942120926","283.176360426982","280.189378490167","281.958164182001","283.854820326744","282.453101163079","281.272729644519","282.221538038451","282.864236566816","282.865086232729","284.815645453916","284.414942120926","283.515804542377","289.6498487205","286.670255289601","284.46717265778","284.469530563156","284.472331898122","289.766596656818","288.798288298055","289.688200901934","287.671612728644","291.595422968247","292.129015954993","288.18387878003","289.084949093106","285.617839387893","279.018673602165","274.501328543033","284.414942120926"
"125","2011","125","280.224385680676","281.399901754243","281.866634088155","282.979199412659","287.83456318918","285.372899307418","286.197864004331","282.642870314176","282.934618827744","283.263751670238","285.372899307418","283.366410526763","280.917524248821","283.692423918477","283.957007321779","284.220402752861","282.021597802975","282.778881299586","283.3438589962","283.804344766099","284.461230079991","285.372899307418","284.721514620297","290.574853461138","287.553143678854","285.423577173991","285.427962666891","285.427340074719","291.22120194947","290.672536077891","291.171682978424","289.797955914658","294.602337608275","295.81017714871","289.197271292144","290.586187231893","287.37499576486","281.003021101984","274.474586064292","285.372899307418"
"126","2011","126","281.665951050931","282.233550989341","282.233207217812","283.428575362201","291.162065264946","287.163315252546","287.903041151675","283.876299037223","287.4879107228","287.944040557847","287.163315252546","285.451975424311","281.422830104567","285.771047908423","288.1366654053","286.438670794688","284.81531677713","285.393425377385","285.77504104038","285.900877620634","286.739126123623","287.163315252546","286.596350770571","291.209053753343","290.055399115262","287.228841986553","287.229163676092","287.23230798787","292.827712281139","293.759043064188","292.883689932644","293.247538924368","297.57468240122","297.393679444749","290.751773331074","291.011767852852","288.663235240065","280.877784167408","275.410789018573","287.163315252546"
"127","2011","127","284.48655921802","285.22652803687","285.054182466521","286.812170948005","291.93594471687","289.593328902311","291.10462962178","285.59983391784","286.773475714998","287.427279889723","289.593328902311","286.68473876137","282.321364826173","287.141730519191","289.668856389819","288.543120070545","284.35045864061","285.389327437415","286.198652559338","286.741889952515","291.117909995993","289.593328902311","288.922855067809","296.23773413612","292.049418340595","289.65818148234","289.662718669798","289.663632522386","297.832041811131","295.808943550407","297.687619751624","295.634082080902","302.449604376167","298.973343386941","291.878886748184","289.295049275629","288.124225339755","281.405293746583","274.887303410439","289.593328902311"
"128","2011","128","284.775393060893","285.005983763193","284.630229408926","286.585389713908","293.969467831511","291.677924143281","294.521205832179","288.682313354385","291.464714912834","291.393078766792","291.677924143281","290.792672090636","282.986948011136","286.492648152348","291.27454938342","288.504396520839","285.271472591053","286.889974388331","287.863013635444","288.245578519836","292.389449352058","291.677924143281","290.090734888872","298.375924375248","296.70255499476","291.785699219828","291.790135297011","291.793638933762","300.218457874661","298.317993536734","300.079675042946","298.433383876101","303.962116098929","299.77096012583","291.315387370684","287.02010928701","285.448952331313","281.254402195409","274.37825614909","291.677924143281"
"129","2011","129","284.940274378157","285.571579770451","285.085670500869","288.382737006704","299.272191634844","292.723683370161","298.324417042105","287.966609835911","290.941416588556","291.464259939422","292.723683370161","291.06213240477","282.891613611986","287.906734217147","292.981480310414","290.602010735486","284.440484352149","286.492183811961","287.835010552334","288.59140479273","293.236728714007","292.723683370161","291.423750061093","298.953003814178","299.156880285639","292.858335227385","292.863402691154","292.865915950586","301.758182156928","299.42816931576","301.591343535528","299.632160325463","304.739748170068","299.979004677467","289.268773608184","283.609938842563","282.530967781739","280.243288044994","275.308956954734","292.723683370161"
"130","2011","130","283.866873989353","284.753960385741","284.947979233303","287.103358599364","300.164313497198","293.611216615873","298.632779473938","289.231989012931","294.967052790177","295.410644189139","293.611216615873","292.778811912915","283.140178884764","292.907803112516","297.808871623425","295.73146311766","282.354539425773","284.660340319032","286.278709488046","287.728596146293","291.682072800589","293.611216615873","292.281296989328","299.092140978293","299.981188170366","293.744103809778","293.747348837949","293.750427283725","301.132285022002","299.194355611371","300.994125665964","299.416658417291","303.80861126142","299.743951762878","285.994237940951","284.449203105543","283.281201604765","282.290172961689","275.265064063153","293.611216615873"
"131","2011","131","285.71714226585","286.024157372276","287.753298095439","289.808537579065","301.178229803323","293.325948066482","298.405514364639","294.93870886029","298.813547949843","299.240580221042","293.325948066482","296.576009399269","285.522671823101","296.212696230807","300.289250924553","297.774535966619","282.621009377818","283.5704057855","284.362171616754","285.563749059634","286.878578997103","293.325948066482","291.015147517588","297.700676595036","299.608000338681","293.456283685467","293.457925561939","293.458400659358","300.005612686205","298.906351916675","299.936396760052","299.154027176366","302.416816917241","298.078895919701","285.727984226482","286.575370137916","284.843761560654","283.501983600837","274.551087880764","293.325948066482"
"132","2011","132","289.207077043365","289.274932921506","289.492485788281","290.228668816269","300.400007066079","291.670576104013","297.224014186799","295.535924722943","298.836945730619","299.184099408781","291.670576104013","296.59719660953","286.965627838105","292.020274108484","299.391913813243","294.972865483325","284.442833713543","284.404956967858","284.382774921425","285.044113112552","284.26087493419","291.670576104013","289.286334045133","293.875342353541","299.031856824004","291.829365821428","291.829463835632","291.838649614925","298.861392636379","299.872929117678","298.922294275838","300.072545279923","298.721785187936","296.784153146479","288.222285219767","288.091508848146","286.537947676102","283.738775620184","274.166154996806","291.670576104013"
"133","2011","133","288.305747084151","288.778127459973","290.061277484364","291.41049732732","299.608265469327","289.709124841547","296.229610103633","295.800102918893","296.533105053113","297.065260205347","289.709124841547","295.829956169798","286.877937611791","287.460696797935","296.770429287387","290.485764969993","285.41942750332","284.982034369996","284.880290922007","284.818983334227","284.329597111549","289.709124841547","287.183400997267","290.631317253194","298.422609360567","289.89312427655","289.891185286011","289.902816697494","296.670150343227","300.615970970142","296.920093918895","301.297599486754","297.480182633853","297.882211740839","291.007266372448","289.988929237856","287.141908778604","283.961216853662","274.641790688654","289.709124841547"
"134","2011","134","287.973261926464","287.159183217553","289.714339507623","292.137568778554","297.179811782361","286.319845044618","295.236869112751","292.912853061823","293.659824214007","293.846643963352","286.319845044618","292.561534095174","284.732505140722","283.211181243249","289.282725031158","284.939924002119","283.6164961988","282.85372438559","282.665555065762","282.449621977995","283.221786229837","286.319845044618","283.733303521338","288.715641810566","292.142339140877","286.457307683476","286.461907838611","286.469018890805","291.742744115004","296.755611738053","292.092973592362","296.103666734942","293.982106179077","297.712498177909","292.615833791971","288.346479241677","286.360165905037","286.809117584301","276.614266677624","286.319845044618"
"135","2011","135","287.826217941103","289.025609543994","289.33710030136","291.546919492564","294.873134109383","285.31674882903","290.938282096904","288.803093264779","287.503392101218","287.347301185674","285.31674882903","287.907853251461","282.008519418669","283.40507972503","284.31319632186","283.704669586225","282.695068688753","282.922852070518","283.040310335317","283.233101207294","282.627496243721","285.31674882903","283.554955830015","288.955946529245","290.634841770195","285.439117935036","285.445850626845","285.450369835222","291.225854988951","294.259631379007","291.430706256127","293.580944825487","293.581000609435","297.176741399121","290.87361865648","282.52065687531","280.617487017743","284.353497603526","277.803397229557","285.31674882903"
"136","2011","136","286.920733570217","289.156730436586","288.80525248716","289.920364628222","290.892467040231","285.728147962225","288.956726789888","285.547094591868","285.054433756591","284.74248702461","285.728147962225","285.572719339068","280.226630691977","282.973443252835","283.151033479204","283.088164098524","284.771203038508","284.865158489512","284.909729523389","284.99613619522","285.16450800536","285.728147962225","284.752842966886","289.942570115026","288.204831857319","285.794861053406","285.801481752897","285.803463681356","291.401577770132","293.116230988186","291.500956198766","293.073936198789","295.785478199626","297.643798601323","289.747171255456","280.265231130044","279.345261166888","281.288394738011","278.113939371376","285.728147962225"
"137","2011","137","286.549266215259","287.308145403278","287.426785210927","290.549999600033","290.432420976057","286.555895169752","288.976625686502","285.073469193683","283.579307006678","283.078278205174","286.555895169752","284.943842447685","281.55798528777","284.170163296672","282.855347828976","283.940910588139","285.576082166828","285.908923618261","286.046422784927","286.074614000634","287.045953760894","286.555895169752","285.883873345637","291.661786323027","288.843855473585","286.618476685834","286.626378731835","286.628015260283","292.748453329093","293.558199518673","292.79079251599","293.056540624689","296.944956274217","297.928029221867","288.356810710783","280.587367438181","279.543852000215","280.366581390701","280.657074521144","286.555895169752"
"138","2011","138","288.713216760286","288.381725478784","288.815109665909","289.302493808493","289.894086426105","286.393578741746","287.722713847699","287.094504403627","285.306050628938","285.491138522369","286.393578741746","286.220013707004","284.016686173943","284.78087378734","285.421412114784","285.278345492651","283.938151287179","284.716234941119","284.94844660958","285.22720199285","284.236704918533","286.393578741746","285.26583214329","291.231771841685","289.363116228621","286.470260480725","286.477738175445","286.479413882375","295.455951501375","294.785494579529","295.38788611263","294.77616232727","300.767458724508","297.575739243804","286.110480436523","282.240052722295","281.433852340687","281.956860168577","282.829833480844","286.393578741746"
"139","2011","139","290.056346245228","288.853463776697","288.674434744887","289.151646899874","293.698816037585","288.06914211882","291.393513398003","287.688557161034","288.824586604175","289.34647197233","288.06914211882","288.305453344481","286.173944335576","289.748101780707","290.41496428199","289.791240017256","283.658587995236","283.955972446028","284.019861195054","284.378166579553","283.691245095102","288.06914211882","286.464792363626","293.585043846387","293.353149363408","288.196348213726","288.198382389245","288.201672004559","298.421829733858","298.212130326825","298.404202343656","298.2268465873","302.338255369896","297.648455547411","285.596201355556","285.067310160492","284.951042357368","283.435477415475","283.657826189609","288.06914211882"
"140","2011","140","289.636394629228","289.039089643195","287.677773998711","288.675858688033","297.178959712102","290.193700667328","295.056354410903","290.155727737076","293.125248552422","293.425370668696","290.193700667328","291.584579422942","287.180879635456","290.706589731792","293.2476967924","291.533206228849","283.313479148917","284.171671481885","284.81428356996","285.501802513134","286.72713020332","290.193700667328","288.606390153332","294.211773017159","296.525279364353","290.343665508549","290.345490494008","290.347436849528","298.133971587606","300.688018929053","298.331592064835","301.51120260587","301.321037319788","296.915409897302","286.567732926912","288.318217338752","286.635734041554","284.849968657431","284.083820229675","290.193700667328"
"141","2011","141","289.522353094109","289.535089632109","290.201523942301","291.164499115791","299.563775975298","291.570784761918","297.561234869621","292.288015016388","293.917882845323","294.579941500306","291.570784761918","293.692604088151","287.484856901389","291.603346468505","295.35661229486","293.115305220147","284.349561666258","285.235581252111","285.922572072111","286.751356241025","287.248369018233","291.570784761918","289.802909515255","294.789426297834","299.939229618208","291.750985223295","291.753362875328","291.7559954706","298.483424336628","301.504683264257","298.694249945593","302.226083669054","300.079704936284","297.692461911611","289.077809962781","290.068708115797","289.330615147839","285.225770777956","283.1124615737","291.570784761918"
"142","2011","142","289.432900696728","289.705670225311","290.451804523158","292.848348317915","301.298944876187","293.063078614774","298.797848914693","294.020971121541","296.602902991331","297.027328782094","293.063078614774","295.649713721277","287.669496965344","292.209869627605","296.907651804427","294.115305197795","286.351056007396","286.746369498256","287.135167522195","287.726948039426","288.977127753364","293.063078614774","291.008252956324","297.306361611923","300.089070970397","293.214338391894","293.216931980696","293.218299308338","300.30937504982","300.803969269587","300.357571339643","301.17231609114","303.278627870777","300.24899578978","290.97774649021","289.468276514584","288.397013423519","284.707596585183","284.449000386801","293.063078614774"
"143","2011","143","289.432123477963","289.523644856245","291.845310137444","294.539639449444","301.618702824562","293.68074448665","297.992273973548","294.625272949184","296.851322954082","297.082780955901","293.68074448665","295.465414120284","287.827949604974","291.457914596581","297.323557291109","293.486340971481","287.449441171839","288.036137075585","288.510333538742","288.98742219631","291.002299584035","293.68074448665","291.688356997703","298.942669694423","299.137616197029","293.802780505256","293.805642977158","293.807235053111","300.870102534931","301.006311003055","300.88990860365","301.336832712714","304.468072749677","300.821035596401","291.380970194298","287.240325848399","286.84479446782","283.977732225855","284.831030791485","293.68074448665"
"144","2011","144","292.017929663716","293.430689047523","293.300460088066","294.789668664796","301.306787362803","292.789002320118","298.729356269165","295.040690670491","296.769021450375","297.139252642092","292.789002320118","295.809820719524","285.796961965148","289.918134748022","297.02073558206","292.758759523504","285.35905422962","286.063569260673","286.690908419292","287.266804700855","290.361275541731","292.789002320118","290.504511808328","297.292685464339","300.516975774155","292.957606038471","292.961803718981","292.966171326693","300.93426664754","301.772100175544","301.000953010898","302.072592172465","303.886170503578","299.696355731079","289.507863136872","287.066989820294","285.748220570634","283.166079896236","285.085501529599","292.789002320118"
"145","2011","145","291.808094787085","292.808990553956","292.930314747503","295.255250844474","302.97095061348","291.081435937702","298.636241483664","295.299335560109","296.649866936398","296.591721039016","291.081435937702","296.167936290476","284.346188068861","287.017512076718","294.725053997984","290.018658547932","284.216932458628","284.834410367941","285.260434030455","285.641228304713","287.160575511287","291.081435937702","288.385905644806","293.952324093218","300.601250451453","291.287816131552","291.291966034023","291.298272024777","299.585580296913","302.196680318726","299.78905018892","302.482163022775","302.574111519534","299.607399327176","290.038681861285","286.825331170633","284.193076512624","283.401574568662","286.481589432279","291.081435937702"
"146","2011","146","292.577106637802","294.627157677496","295.435934003934","297.050612103933","302.251754168073","289.085792553636","297.437095779258","295.32284584046","294.395802802945","293.770258757985","289.085792553636","294.943335663948","284.195658436663","284.775983845962","289.007928790651","286.337454123231","284.106168768638","284.38121561344","284.635979628345","284.846015931315","286.594644754244","289.085792553636","286.240589458305","292.879432550934","298.401803264433","289.298081509616","289.301330571764","289.30876990797","296.683354277899","302.03737736909","297.049441531863","303.150356909941","300.928023036272","299.886666584645","292.249867954823","285.048560983155","280.917713196496","282.057178964627","287.095070410302","289.085792553636"
"147","2011","147","296.250030317315","296.841293946414","295.699058366102","295.844081993712","299.171958807498","288.524910642297","297.481973229236","292.44183618394","290.229202658358","289.625216914168","288.524910642297","292.285865552229","283.287509177826","282.996942834366","287.065241836754","284.65484307324","281.853900883778","283.248306439684","284.033083698119","284.303351436459","287.244740726275","288.524910642297","285.643100243142","295.223927592308","295.465297245929","288.689747068301","288.693982417036","288.702142008775","297.772130172508","299.874228369711","297.945507866071","300.044952490732","303.911904020753","302.55806316471","292.312467123953","287.354258953174","282.126535933456","279.698466097913","288.727235001919","288.524910642297"
"148","2011","148","294.454353757864","294.73736115762","294.281604740892","294.949378928177","302.152415799486","290.373932306463","297.323030728703","292.950452397989","292.531651893741","292.280808962933","290.373932306463","293.262965865832","285.028763143712","287.690953131601","291.416184098753","288.762008660659","282.526401511586","283.327406608958","284.12049019573","284.627967343356","287.20612593321","290.373932306463","287.313677801119","298.551367173463","297.200753829092","290.537829607266","290.538866254918","290.543635483787","302.081612286362","301.466445929928","302.054420219368","301.94551293419","307.608061614486","303.571142114755","293.410153852284","286.516038054033","283.376220547109","280.361942065144","289.808852828983","290.373932306463"
"149","2011","149","295.259090581982","295.827658645688","295.787571592974","296.964470755752","303.401107871342","291.997983815187","299.313139446476","295.462382189981","296.817175173546","296.679380417353","291.997983815187","296.338599952748","287.474175584047","287.78324903369","294.993148496013","290.278200438026","282.007661487181","282.590137717874","283.224438978311","283.824769547987","289.086733006179","291.997983815187","288.326270250642","300.570203711786","299.606262725032","292.162405133346","292.165747959881","292.170348320682","302.649539936251","301.567870092978","302.588903581668","302.073516323432","307.730001676306","303.176933700799","292.748572993688","284.019843200147","282.106144797626","281.019220377572","289.083432018751","291.997983815187"
"150","2011","150","296.632917950656","297.186311351638","297.691549895547","298.424771352105","304.434443638883","294.328516896025","300.526529431609","298.152458284492","299.087906501555","299.15873371468","294.328516896025","298.62550364245","289.046077831651","292.362711177082","298.505800562271","295.020679701469","281.940500693277","283.343271485528","284.653484965188","285.711587485161","292.48686671145","294.328516896025","291.242531058558","300.775143052214","300.979515736407","294.475320867074","294.474746061998","294.481480082012","303.124207691899","302.62084485547","303.109414616675","303.227970208408","307.419741655578","302.621870431436","289.052528675228","285.486522821263","282.636683267914","282.418154803536","288.196401955933","294.328516896025"
"151","2011","151","295.017962491397","297.156261601066","298.27525269679","299.462446035464","304.365742940087","294.44344063688","301.450819137257","299.361493781367","300.170455605726","300.206032374509","294.44344063688","299.719651637186","291.081677005215","295.929742768198","298.969483527778","296.944980864551","282.91948970028","283.874023686054","284.995116965143","286.134348358481","289.492778350753","294.44344063688","291.358050119467","299.357075349053","301.993780010426","294.611853261638","294.610588542685","294.617573883312","304.152647230646","303.606043383839","304.123935162325","304.555823687189","307.966090191084","301.924161913243","289.07552696698","287.365688391769","281.964097650126","283.583224210682","288.369500133882","294.44344063688"
"152","2011","152","296.507247158831","298.008100885508","298.068928973731","298.983507410143","305.397165696244","293.812870826475","301.945504073095","298.660892175381","299.096160859532","298.816548680392","293.812870826475","299.236765995565","288.200489144104","289.091413767151","295.483696742421","291.460559700638","286.091286149484","286.489472798413","287.039745685157","287.426639481651","290.850393054345","293.812870826475","290.264856094638","300.050218628389","302.888597050935","294.005488633776","294.007974135787","294.016118140806","304.557616590114","304.397735863637","304.553657684892","305.89157800593","308.83866555194","303.748071279625","293.463489786686","287.196946301729","281.578806602823","284.522929706509","287.554698168623","293.812870826475"
